Title,Summary,Enrollment,Stars,Rating,Link,Category,count_students,course_length,course_rating,days_since_released
R Programming from Scratch for Data Science - Step by step,Learn R Language (Data Science) for beginners : Become Data Scientist,7324,4.1,48,https://www.udemy.com/course/r-programming-for-beginner/,Tech,7330.0,5.5,4.5,597.0
"Ensemble Machine Learning in Python : Adaboost, XGBoost","Ensemble Machine Learning technique like Voting, Bagging, Boosting, Stacking, Adaboost, XGBoost in Python Sci-kit Learn",207,4.4,48,https://www.udemy.com/course/ensemble-machine-learning-in-python/,Tech,320.0,4.0,4.2,1068.0
Machine Learning: The Art of Digging Data,Master Machine Learning from scratch using Python and Scikit-Learn. Code templates included.,6775,4.0,47,https://www.udemy.com/course/machine-learning-the-art-of-digging-data/,Tech,6775.0,,4.0,1247.0
"Data Science : Plotly, NumPy, Matplotlib, and Pandas","Learn to acquire Data with NumPy and Pandas, transform it with Pandas, and visualize it with Matplotlib and Plotly",5498,4.1,47,https://www.udemy.com/course/python-pandas-plotly-datascience/,Tech,5521.0,14.0,4.1,443.0
Django with Data Science,"Learn how to integrate Django with Pandas, Numpy, Matplotlib, Seaborn",14646,4.2,46,https://www.udemy.com/course/django-with-data-science/,Tech,14819.0,7.0,4.8,500.0
Deploy Machine Learning Models on GCP + AWS Lambda (Docker),"How to Serialize - Deserialize model with scikit-learn & Deployment on Heroku, AWS Lambda, ECS, Docker and Google Cloud",931,4.5,46,https://www.udemy.com/course/deploy-machine-learning-model/,Tech,1490.0,4.5,4.2,1540.0
Machine Learning with AWS,Sagemaker|Comprehend|DeepLens|Lex|Polly|Transcribe|Translate|Celebrity recognition|ObjectAndSceneDetection|TextInImage,750,3.4,46,https://www.udemy.com/course/machine-leaning-with-aws/,Tech,780.0,3.5,3.4,1995.0
AWS Sagemaker 2018- Fully Managed Machine Learning Service,"Through this Course, data scientists and developers can quickly & easily build and train machine learning models &deploy",1300,2.7,45,https://www.udemy.com/course/sagemaker/,Tech,1307.0,4.0,2.9,411.0
Data Science 2020: Data Science & Machine Learning in Python,"Data Science, Machine Learning Python, Deep Learning, TensorFlow 2.0, NLP, Statistics for Data Science, Data Analysis !",317,4.6,44,https://www.udemy.com/course/data-science-and-machine-learning-for-beginners-with-python/,Tech,508.0,18.5,4.6,428.0
Do you want to Be Data Scientist /Machine Learning Engineer?,"Weather you should proceed for Data Scientist & Machine Learning as career by Life Cycle, skills, roles, responsibility",3636,4.3,44,https://www.udemy.com/course/do-you-want-to-be-data-scientist-machine-learning-engineer/,Tech,3647.0,1.5,4.2,451.0
Tensorflow on Google's Cloud Platform for Data Engineers,The Fourth Course in a Series for Attaining the Google Certified Data Engineer,560,4.2,44,https://www.udemy.com/course/tensorflow-on-googles-cloud-platform-for-data-engineers/,Tech,571.0,1.0,4.1,496.0
Become a Citizen Data Scientist : Marketing perspective,"Understand your customer : Profiling, Segmentation, Targeting and Recommendation using Microsoft Azure ML, SQL, Power BI",2370,3.7,43,https://www.udemy.com/course/become-a-citizen-data-scientist-marketing-perspective/,Tech,2382.0,1.5,3.9,1247.0
Machine Learning for beginners with project,"Learn and understood Machine Learning's basics with practical examples,Quizes ,and Test series",74,4.9,43,https://www.udemy.com/course/machine-learning-for-beginners-with-project/,Tech,278.0,2.0,4.5,18894.0
The Hello World of Machine Learning in Python,Use Python to create a Machine Learning Algorithm from scratch.,13663,4.3,43,https://www.udemy.com/course/the-hello-world-of-machine-learning-in-python/,Tech,13674.0,2.0,3.9,1235.0
Financial Engineering and Artificial Intelligence in Python,"Financial Analysis, Time Series Analysis, Portfolio Optimization, CAPM, Algorithmic Trading, Q-Learning, and MORE!",531,4.7,43,https://www.udemy.com/course/ai-finance/,Tech,3670.0,20.0,4.8,1048.0
Deep Learning: Concept and Design Simple Network [Hindi],Machine Learning: Learn Deep Learning (Neural Network) from Scratch in Python [Hindi].,2752,3.9,43,https://www.udemy.com/course/deep-learning-hindi-python/,Tech,2759.0,3.5,4.1,967.0
Python: Artificial Intelligence with Python: 3-in-1,Blend the power of artificial intelligence with Python in your applications to get you up and running with deep neural,432,3.2,42,https://www.udemy.com/course/python-artificial-intelligence-with-python-3-in-1/,Tech,471.0,5.0,3.5,1525.0
Python Algorithmic Trading: Machine Learning Trading Bots,Build Trading Algorithms and Bots for forex trading and financial analysis using Python,524,3.2,42,https://www.udemy.com/course/python-algorithmic-trading-machine-learning-trading-bots/,Tech,524.0,,3.2,1095.0
Business Statistics Fundamentals,Learn everything you need to know about statistics used in businesses,1247,4.0,42,https://www.udemy.com/course/business-statistics-fundamentals/,Tech,1317.0,8.5,4.4,776.0
Python + Data Science : Practical Guide [13 Hours],"Learn Data Science + Python to do Web Scraping, Data Analysis, Data Visualization, Machine Learning, Deep Learning...",968,4.3,42,https://www.udemy.com/course/practical-data-science-using-python/,Tech,1000.0,13.0,4.3,1274.0
Python/Django App- Create & Deploy a Computer Vision Model,"Full Stack Computer Vision web app using python and Django, Transfer Learning, CNN, Keras, html, CSS, JavaScript, Ajax.",248,4.2,42,https://www.udemy.com/course/full-stack-model-creation-and-deployment-in-python-django/,Tech,338.0,7.5,3.9,469.0
Artificial intelligence in Game development- Tic Tac Toe AI,"Artificial intelligence & Javascript 2D Game Development - MinMax algorithm - ""Computer vs You"" Tic Tac Toe AI game",659,4.6,41,https://www.udemy.com/course/artificial-intelligence-javascript-create-tic-tac-toe-ai/,Tech,703.0,9.5,4.1,886.0
AI Machine Learning Complete Course: for PHP & Python Devs,Build real-world AI & machine learning apps using both PHP & Python. No prior ML knowledge required. Full Code Included.,1718,3.9,42,https://www.udemy.com/course/ai-machine-learning-complete-course/,Tech,1769.0,4.5,4.6,1334.0
Mastering FinTech and Machine Learning!,Learn how successful people trade and invest! Dominate the world of Finance with Python and Machine Learning!,630,4.4,41,https://www.udemy.com/course/mastering-fintech-and-machine-learning/,Tech,1076.0,110.0,4.7,862.0
Make predictions with Python machine learning for apps,Leverage TensorFlow models to build & improve apps! Use Google's deep learning framework w/ Java & AI. Beginner-friendly,525,4.0,41,https://www.udemy.com/course/pythonmachinelearning/,Tech,549.0,17.5,4.1,744.0
Excelling in Machine Learning using Python,Learning Supervised & Unsupervised ML algorithms and implementation in Python,10984,4.0,41,https://www.udemy.com/course/excelling-in-machine-learning-using-python/,Tech,10990.0,6.0,3.8,947.0
Introduction to Generative Adversarial Networks with PyTorch,"A comprehensive course on GANs including state of the art methods, recent techniques, and step-by-step hands-on projects",304,4.0,40,https://www.udemy.com/course/introduction-to-generative-adversarial-networks-with-pytorch/,Tech,612.0,6.0,4.5,2060.0
SciKit-Learn in Python for Machine Learning Engineers,The Fourth Course in a Series for Mastering Python for Machine Learning Engineers,306,4.2,41,https://www.udemy.com/course/scikit-learn-in-python-for-machine-learning-engineers/,Tech,346.0,1.0,3.9,668.0
Neural Network Trading Bot,Build a Machine Learning Trading Bot from scratch,200,3.9,40,https://www.udemy.com/course/neural-network-trading-bot/,Tech,481.0,5.0,4.0,1081.0
Data Science: Machine Learning and Deep Learning with Python,"Learn Data Science with Data Parsing, Data Visualization, Data Processing, Supervised & Unsupervised Machine Learning",3076,4.1,40,https://www.udemy.com/course/data-science-machine-learning-and-deep-learning-with-python/,Tech,3106.0,14.5,4.3,793.0
Data Science Statistics A-Z : Python,Master Data Science skills Using Python From Beginner to Super Advance Level including real time project,204,3.7,39,https://www.udemy.com/course/data-science-statistics-python/,Tech,235.0,14.0,4.2,550.0
Advanced Data Science: Master Deep Web Experiment Analysis!,Become the data scientist in demand by learning much deeper and agile experiment analysis methods using SQL and Tableau!,694,3.8,39,https://www.udemy.com/course/agile-experiment-analytics/,Tech,702.0,5.0,3.3,484.0
Google Cloud Machine Learning with TensorFlow,Train and predict your models using the Google Cloud ML Engine,170,3.6,39,https://www.udemy.com/course/google-cloud-machine-learning-with-tensorflow/,Tech,266.0,4.0,4.1,1295.0
Introduction to Python and Machine Learning,Python and Machine Learning from scratch,140,3.8,39,https://www.udemy.com/course/introduction-to-python-and-machine-learning/,Tech,145.0,5.5,4.0,912.0
Artificial Intelligence Bootcamp in R Programming ,Practical Neural Networks and Deep Learning in R,493,3.8,39,https://www.udemy.com/course/artificial-intelligence-bootcamp-in-r/,Tech,620.0,10.0,3.6,439.0
Practical Google BigQuery for those who already know SQL,"Learn how to become BigQuery power user and kick-off you career as Data Scientist, Data Engineer, Analyst or Developer",129,4.0,39,https://www.udemy.com/course/practical-google-bigquery-for-those-who-already-know-sql/,Tech,760.0,3.0,4.1,400.0
"Natural Language Processing, Deploy on Cloud(AWS) [Hindi]","Natural Language Processing (NLP), Machine Learning, Spam Filter, Sentiment Analysis [Python][Hindi]",9380,3.7,38,https://www.udemy.com/course/natural-language-processing-python/,Tech,9390.0,8.5,3.8,1316.0
Advanced Statistics and Data Mining for Data Science,"Your one stop solution to conquering the woes in Statistics, Data Mining, Data Analysis and Data Science",237,4.1,38,https://www.udemy.com/course/advanced-statistics-and-data-mining-for-data-science/,Tech,282.0,3.0,4.4,454.0
Artificial Intelligence and Machine Learning Fundamentals,Learn to develop real-world applications powered by the latest advances in intelligent systems,244,4.4,38,https://www.udemy.com/course/artificial-intelligence-and-machine-learning-fundamentals/,Tech,356.0,8.0,4.0,896.0
Mathematics & Statistics of Machine Learning & Data Science,"Learn Mathematics and Statistics of Machine Learning, Artificial Intelligence, Neural Networks and Deep Learning.",232,4.5,38,https://www.udemy.com/course/mathematics-statistics-of-machine-learning-data-science/,Tech,6673.0,11.0,3.8,697.0
"Basics Data Science with Numpy, Pandas and Matplotlib",Covers all Essential Python topics and Libraries for Data Science or Machine Learning Beginner Such as numpy pandas,14499,3.4,38,https://www.udemy.com/course/basics-data-science-with-numpy-pandas-and-matplotlib/,Tech,31720.0,2.5,3.5,1996.0
LEARNING PATH: MATLAB: Powerful Machine Learning with MATLAB,Level up your machine learning skills to extract patterns and knowledge from your data with ease using MATLAB,211,4.6,39,https://www.udemy.com/course/learning-path-matlab-powerful-machine-learning-with-matlab/,Tech,276.0,4.0,4.3,933.0
Machine Learning For Researchers,Learn Research Methods & Machine Learning,10575,4.2,38,https://www.udemy.com/course/machine-learning-for-researchers/,Tech,16728.0,5.5,4.1,1096.0
Master Data Analysis with Python - Essential Pandas Commands,Master the most essential DataFrame and Series commands necessary to explore data using pandas,265,4.7,37,https://www.udemy.com/course/master-data-analysis-with-python-essential-pandas-commands/,Tech,321.0,7.0,4.3,612.0
Machine Learning A-Z™: Hands-On Python & R in Data Science,"Machine Learning , Python, Advanced Data Visualization, R Programming, Linear Regression, Decision Trees, NumPy, Pandas",10745,3.9,37,https://www.udemy.com/course/data-science-and-machine-learning-bootcamp-with-python-and-r/,Tech,10782.0,15.0,4.1,436.0
Data and Statistics (For Business and Economics),Make your data speak using graphical and numerical measures in Statistics (Working in MS Excel included).,919,3.9,37,https://www.udemy.com/course/data-and-statistics-for-business-and-economics/,Tech,926.0,3.0,4.0,521.0
Data Science and Machine Learning in Python,"Learn how to use NumPy, Pandas, Seaborn , Scikit-Learn , Machine Learning, SQL and Tableau in one place!!",223,4.2,36,https://www.udemy.com/course/data-science-and-machine-learning-in-python/,Tech,256.0,16.5,4.0,1806.0
Machine Learning with AWS AI and IBM Watson,Cognitive App Development with IBM Watson & AWS Machine Learning,750,3.2,36,https://www.udemy.com/course/machine-learning-with-aws-ai-and-ibm-watson/,Tech,767.0,6.5,3.0,1149.0
Machine Learning for Predictive Maps in Python and Leaflet,Using the power of machine learning to build predictive map applications,140,3.4,36,https://www.udemy.com/course/machine-learning-for-predictive-maps-in-python-and-leaflet/,Tech,182.0,6.0,4.3,1742.0
Deep Learning for Beginners in Python: Work On 12+ Projects,"Work On 12+ Projects, Deep Learning Python, TensorFlow 2.0, Neural Networks, NLP, Data Science, Machine Learning, More !",355,4.2,36,https://www.udemy.com/course/deep-learning-for-beginners-with-tensorflow-20-and-python/,Tech,930.0,14.5,4.2,937.0
Human Computer Interaction & Machine Learning,Learn all basics of HCI with real word examples & Machine Learning,10759,4.0,35,https://www.udemy.com/course/human-computer-interaction-machine-learning/,Tech,10789.0,7.5,3.3,2366.0
Regression Machine Learning with R,Learn regression machine learning from basic to expert level through a practical course with R statistical software.,357,3.2,35,https://www.udemy.com/course/regression-machine-learning-with-r/,Tech,366.0,5.5,3.6,18894.0
The Complete Python Pandas Developer Course,Learn how to leverage the power of pandas for efficient scientific computation and data analysis.,167,4.4,35,https://www.udemy.com/course/complete-python-pandas-developer-course/,Tech,181.0,5.5,4.1,1043.0
Pro data science in Python,"Learn Keras, Deep Learning, Scikit-learn, Pandas and Statsmodels",490,4.2,35,https://www.udemy.com/course/pro-data-science-in-python/,Tech,495.0,11.5,4.1,1087.0
DATA SCIENCE with MACHINE LEARNING and DATA ANALYTICS,"DATA SCIENCE with MACHINE LEARNING and DATA ANALYTICS using R Programming, PYTHON Programming, WEKA Tool Kit and SQL",266,4.2,34,https://www.udemy.com/course/data-science-with-machine-learning-and-data-analytics/,Tech,336.0,72.5,4.1,1287.0
Practical Data Science,You will gain the necessary practical skills to jump start your career as a Data Scientist!,800,3.8,33,https://www.udemy.com/course/data-science/,Tech,804.0,5.5,3.8,1014.0
Numpy Basics For Machine Learning,Learn the basics of scientific computing package used by many Data Scientists.,5031,3.5,33,https://www.udemy.com/course/numpy-basics-for-machine-learning/,Tech,5031.0,,3.5,1275.0
"AI, Basic Statistics, Basic Python, Basic R, ML (Overview)",Learn AI world from AI professional,145,3.8,33,https://www.udemy.com/course/ai-basic-statistics-basic-python-basic-r-ml-overview/,Tech,194.0,9.0,3.4,464.0
Machine Learning Entrepreneurship - Applied Data Science,Learn how to transform your ML ideas into interactive web applications and paywall subscription sites - Master Class,244,4.7,33,https://www.udemy.com/course/machine-learning-entrepreneurship/,Tech,255.0,4.0,4.8,542.0
Machine Learning AI with Microsoft Azure Cognitive Services,Learn Machine Learning with Azure Cognitive Services APIs. Build apps with AI in minutes. Part of Microsoft exam 70-774.,202,4.0,32,https://www.udemy.com/course/machine-learning-and-ai-using-microsoft-cognitive-services/,Tech,261.0,2.5,3.5,932.0
Machine Learning with Java and Weka,Machine Learning and Statistical Learning with Java,596,3.6,19,https://www.udemy.com/course/machine-learning-with-java-and-weka/,Tech,620.0,2.5,3.6,1005.0
Deep Learning Project Building with Python and Keras,"Learn to make Android Keras image recognition models! This epic course covers Android Studio, Java, TensorFlow and more",349,4.2,32,https://www.udemy.com/course/deep-learning-python-keras/,Tech,366.0,18.0,4.2,1406.0
Machine learning with Complete Python (Basic to Advanced),"A Complete comprehensive course on machine learning with including all the major topics of python, so anyone can learn.",131,4.7,32,https://www.udemy.com/course/complete-python-basic-to-advanced/,Tech,152.0,7.0,4.4,776.0
Deep Learning A-Z: Hands-On Neural Networks from Scratch ©,"The Complete Python Deep Learning Course for Beginners in 2020 using COVID19 Dataset, Scikit-Learn, Pandas, NumPy",300,4.0,32,https://www.udemy.com/course/deep-learning-a-z-hands-on-neural-networks-on-covid19-data/,Tech,410.0,12.0,4.0,1381.0
Machine Learning for Algorithmic Trading Bots with Python,Introducing the study of machine learning and algorithmic trading for financial practitioners,400,3.5,32,https://www.udemy.com/course/machine-learning-for-algorithmic-trading-bots-with-python/,Tech,496.0,5.0,4.0,369.0
The Complete Course: Artificial Intelligence From Scratch,"Learn the Essential Concepts of the AI like Neural Networks, Classification, Regression and Optimization Using Python.",2349,4.5,32,https://www.udemy.com/course/artificial-intelligence-mastercalss/,Tech,2524.0,14.0,4.0,752.0
Cancer Genomics | Neural Networks vs k-NN Classifiers,Machine Learning for Python Hackers,257,3.3,32,https://www.udemy.com/course/cancergenomics/,Tech,300.0,1.5,3.5,1072.0
Practical Neural Networks and Deep Learning in Python,"Your Complete Guide to Implementing PyTorch, Keras, Tensorflow Algorithms: Neural Networks and Deep Learning in Python",389,4.3,32,https://www.udemy.com/course/practical-neural-networks-and-deep-learning-in-python/,Tech,555.0,8.5,4.8,524.0
Getting Started with MATLAB Machine Learning,Easily extract patterns and knowledge from your data using MATLAB,119,4.0,31,https://www.udemy.com/course/getting-started-with-matlab-machine-learning/,Tech,143.0,2.0,3.8,524.0
Full Stack Data Science Course - Complete 2020 Edition,Become a Full-Stack Data Scientist and learn everything about Data Science and Machine Learning.,1579,4.2,31,https://www.udemy.com/course/full-stack-data-science-course/,Tech,1708.0,2.0,4.7,1474.0
Applied Machine Learning in Python,Machine Learning & Data Science in Python with real life based hands-on practice. Source codes included.,195,3.6,31,https://www.udemy.com/course/applied-machine-learning-hands-on-course/,Tech,247.0,8.0,4.7,1119.0
Microsoft Azure Machine Learning (ML) Fundamentals,Create your first Data Science experiment in Microsoft Azure using Machine learning (ML). Real world data analysis.,660,3.8,31,https://www.udemy.com/course/microsoft-azure-machine-learning-fundamentals/,Tech,712.0,1.5,4.3,918.0
Curving In ML For Beginner,Learn Machine Learning from scratch. A complete beginner's guide to learn Machine Learning.,5250,3.3,31,https://www.udemy.com/course/the-machine-learning-course-j/,Tech,5250.0,36.0,3.3,580.0
Introduction to Machine Learning For Beginners [A to Z] 2020,Learn to create Machine Learning Algorithms in Python from two Data Science Experts [ Step by Step Guidance ],6772,3.8,31,https://www.udemy.com/course/introduction-to-machine-learning-for-beginners-a-to-z-2020/,Tech,6819.0,7.5,4.5,980.0
beginner to advanced - how to become a data scientist,"master data science fundamentals for machine learning, deep learning and neural networks",453,4.4,31,https://www.udemy.com/course/beginner-to-advanced-how-to-become-a-data-scientist/,Tech,492.0,10.5,4.1,1009.0
Machine Learning Made Easy : Beginner to Expert using Python,"Learn Machine Learning Algorithms using Python from experts with hands on examples, practice sessions and projects.",184,3.8,30,https://www.udemy.com/course/machine-learning-made-easy-beginner-to-expert-using-python/,Tech,202.0,12.5,4.5,18894.0
Computer Vision and Machine Learning with OpenCV 4,Grasp the concepts of OpenCV 4 to build powerful machine learning systems and computer vision applications with OpenCV 4,213,3.9,30,https://www.udemy.com/course/computer-vision-and-machine-learning-with-opencv-4/,Tech,344.0,7.0,4.4,671.0
Introduction to Data Science and SQL Server Machine Learning,Get started with Data Science and learn how to implement Data Science projects with SQL Server Machine Learning services,115,4.1,30,https://www.udemy.com/course/introduction-data-science-sql-server-machine-learning/,Tech,155.0,2.0,3.5,18894.0
"Machine Learning, Business analytics & Data Science","Machine learning, deep learning & data Science with R & Python. Build Image recognition model with Keras & much more.",1311,4.2,30,https://www.udemy.com/course/complete-machine-learning-data-science-with-r-programming/,Tech,1352.0,18.5,4.0,877.0
Learn Java: Natural Language Processing with CoreNLP in Java,"Tokenizing, Sentence Analysis, Part of Speech (POS), Lemmatization, Named Entity Recognizer (NER), Sentiment Analysis",5126,3.8,29,https://www.udemy.com/course/learn-natural-language-processing-with-corenlp-in-java/,Tech,5136.0,1.5,3.7,1123.0
How to Become a Machine Learning Engineer,A Real World Look at Applied Machine Learning,133,3.6,29,https://www.udemy.com/course/how-to-become-a-machine-learning-engineer/,Tech,133.0,,3.6,1407.0
Statistical Data Analysis Using R,"Learn Descriptive and Inferential Statistics, Data Visualization, Hypothesis Testing and Probability Distribution",2288,4.5,29,https://www.udemy.com/course/statistical-data-analysis-using-r/,Tech,2386.0,8.0,4.2,932.0
Pandas & Seaborn Data Science & Visualization course,Learn to acquire Data with NumPy and Pandas and visualize it with Matplotlib and Seaborn,5495,3.6,29,https://www.udemy.com/course/pandas-seaborn-data-science-and-visualization-masterclass/,Tech,5495.0,,3.6,1134.0
Complete Machine Learning Bootcamp,Develop Cognitive Application on AWS and Microsoft AZURE,5402,4.4,29,https://www.udemy.com/course/complete-machine-learning-bootcamp/,Tech,5414.0,5.0,4.2,546.0
Document classification using Machine Learning,Using Latent Dirichlet Allocation to classify documents using Machine Learning,117,3.5,29,https://www.udemy.com/course/document-classification-using-machine-learning/,Tech,144.0,1.5,3.5,968.0
Artificial Intelligence #1: Linear & MultiLinear Regression,Regression techniques for students and professionals. Learn Linear & Multilinear Regression and code them in python,3149,3.6,28,https://www.udemy.com/course/artificial-intelligence-1-linear-multilinear-regression/,Tech,3158.0,2.0,3.8,1260.0
AI for Finance,Explore Machine Learning methods to predict future financial events based on past data,163,3.3,28,https://www.udemy.com/course/ai-for-finance/,Tech,245.0,2.5,3.9,947.0
"The Python Masterclass: Build AI, ML and TensorFlow Models","Learn to analyze data to make decisions and predict the future. Use project tools with Android support, Python and Java.",406,4.4,28,https://www.udemy.com/course/pythonmammothinteractive/,Tech,482.0,23.5,4.0,911.0
Artificial Intelligence & Machine Learning from scratch,"Give you a solid background in AI with MACHINE LEARNING, Deep Learning ... step-by-step to algorithms & coding exercises",1667,4.6,28,https://www.udemy.com/course/artificial-intelligence-a-complete-introduction/,Tech,1874.0,6.5,4.7,1749.0
Artificial Intelligence (AI): What's the big deal?,"The lay person's guide to Artificial Intelligence, Machine Learning, Deep Learning and Natural Language Processing",3066,3.6,28,https://www.udemy.com/course/all-you-really-need-to-know-about-artificial-intelligence/,Tech,3069.0,36.0,3.5,1133.0
LEARNING PATH: TensorFlow: Computer Vision with TensorFlow,Learn image processing and neural networks with Tensorflow from scratch,341,4.2,28,https://www.udemy.com/course/learning-path-tensorflow-computer-vision-with-tensorflow/,Tech,371.0,4.0,3.9,856.0
Keras library for deep learning with Machine Learning,An expert level Practical Guide to Tuning Deep Learning Models with Keras for Data Scientists and ML in detail,1277,3.0,28,https://www.udemy.com/course/keras-with-deep-learning-codes-problems-and-excercise/,Tech,1281.0,6.0,3.0,1076.0
"Machine Learning (ML) Bootcamp: Python, TensorFlow, Colab,..","Master the 3 M's of ML: Maths, Methods and Machine",6885,2.9,28,https://www.udemy.com/course/ml-bootcamp/,Tech,6899.0,5.0,3.3,18894.0
Artificial Intelligence - Getting started with AI and ML,"Last course you need in Artificial Intelligence & Machine Learning. Go from ""Hello World"" to complete projects of ML.",129,3.7,27,https://www.udemy.com/course/getting-started-with-ai-and-ml/,Tech,169.0,1.0,4.1,1933.0
Mastering R Programming,"Build R packages, gain in-depth knowledge of machine learning, and master advanced programming techniques in R",262,3.6,27,https://www.udemy.com/course/mastering-r-programming/,Tech,279.0,5.0,3.6,885.0
Machine Learning Projects: Recommendation system website,Learn how to create a Django recommendation website with machine learning algorithms,100,3.5,27,https://www.udemy.com/course/machine-learning-projects-recommendation-system-website/,Tech,139.0,3.5,3.3,1199.0
K-Means for Cluster Analysis and Unsupervised Learning,The powerful K-Means Clustering Algorithm for Cluster Analysis and Unsupervised Machine Learning in Python,2450,4.0,27,https://www.udemy.com/course/kmeans-clustering/,Tech,2470.0,1.0,3.9,580.0
Hands-on Introduction to Artificial Intelligence(AI),"Learn Basics of Machine learning, Supervised , Unsupervised, FFNN, CNN, NLP, RNN",709,4.1,27,https://www.udemy.com/course/hands-on-introduction-to-artificial-intelligenceai/,Tech,724.0,5.5,4.0,551.0
Python For Machine Learning,Go from Complete Beginner to Ready to take on Machine Learning in one Course!,3070,3.2,27,https://www.udemy.com/course/python-for-machine-learning/,Tech,3070.0,,3.2,1305.0
Unity 2017 - RPG Character Stats and Item Attributes System,"Complete training on creating advance game statistics, modifiers and attributes for characters and items, code included",588,4.1,27,https://www.udemy.com/course/unity-2016-rpg-character-stats-and-item-attributes-system/,Tech,612.0,2.0,4.1,954.0
Data Science and Machine Learning with Java,"Load, clean, analyze, and visualize your data in Java. Develop ML and DL models working on real-world projects",159,4.1,27,https://www.udemy.com/course/data-science-and-machine-learning-with-java/,Tech,323.0,5.5,4.2,600.0
Machine Learning for Absolute Beginners - Level 3,"Learn to Master Data Visualization and perform Exploratory Data Analysis (EDA) using Python, Matplotlib and Seaborn",11463,4.2,26,https://www.udemy.com/course/machine-learning-for-absolute-beginners-level-3/,Tech,11565.0,3.0,4.5,413.0
OpenCV: Master OpenCV 3 Application Development Using Python,Build computer vision OpenCV 3 applications with Python,236,2.8,26,https://www.udemy.com/course/opencv-master-opencv-3-application-development-using-python/,Tech,261.0,9.5,2.9,1293.0
"Python programming for Machine Learning , Data Analytics",Learn to create Machine Learning Algorithms in Python # Introduction to Data Science and Machine Learning [Step by Step],129,3.0,26,https://www.udemy.com/course/python-programming-for-machine-learning-data-analytics/,Tech,382.0,7.5,4.2,877.0
"Machine Learning, Deep Learning & Neural Networks in Matlab",Learn deep learning from A to Z and create a neural network in MATLAB to recognize handwritten numbers (MNIST database),123,3.8,26,https://www.udemy.com/course/deep-learning-neural-networks-in-matlab-mnist/,Tech,295.0,4.0,4.1,1246.0
Introduction to ML Classification Models using scikit-learn,An overview of Machine Learning with hands-on implementation of classification models using Python's scikit-learn,721,3.8,25,https://www.udemy.com/course/introduction-to-ml-classification-models-using-scikit-learn/,Tech,731.0,2.0,3.8,1714.0
Image Processing and Computer Vision with Python & OpenCV,Learn Image Processing and Computer Vision from AI (ML & DL) professional,151,3.6,25,https://www.udemy.com/course/image-processing-and-computer-vision-with-python-opencv/,Tech,262.0,9.5,3.9,783.0
Intro to Data Science Using Python: Your Best Starting Point,Learn About Data Science And Machine Learning Using Python To Start Your Career In Those Fields. The Best Starting Point,285,4.2,25,https://www.udemy.com/course/intro-to-data-science-using-python-your-best-starting-point/,Tech,287.0,2.0,4.0,678.0
Make 20 Advanced Level Applications in Python,Learn to make real time Applications in Python using Machine Learning Models and Advance Level concepts.,295,4.6,25,https://www.udemy.com/course/make-20-advanced-level-applications-in-python/,Tech,1003.0,24.0,4.7,740.0
Data visualization and Descriptive Statistics with Python 3,"Using practical real-world datasets to showcase how to visualize and analyze data with Python Pandas, scipy and numpy",172,4.4,25,https://www.udemy.com/course/data-visualization-and-descriptive-statistics-with-python-3/,Tech,213.0,5.5,4.6,500.0
Deep Learning Hands On 2020 - Complete Course,Go from Beginner to Expert with building intuition on single neuron till deep neural networks in Keras & tensorflow,250,4.3,25,https://www.udemy.com/course/deep-learning-101/,Tech,298.0,9.0,4.4,1142.0
Python for Data Analytics for Beginners by Doing Projects,"Learn data analytics by doing projects, python from 0 to intermediate, pandas, scipy, sklearn and multiple projects",119,3.4,25,https://www.udemy.com/course/python-for-data-analytics-for-beginners-by-doing-projects/,Tech,128.0,5.0,3.4,1617.0
Beginner to Advanced Guide on Machine Learning with R Tool,Learn Machine Learning with the help of R programming,376,2.7,24,https://www.udemy.com/course/beginner-to-advanced-guide-on-machine-learning-with-r-tool/,Tech,378.0,2.0,2.7,1509.0
Introduction to ML.NET or Machine Learning with .NET,Understand Machine Learning and how to use it with .NET and C# in a real world application using different examples,1130,3.0,24,https://www.udemy.com/course/introduction-to-mlnet-or-machine-learning-with-net/,Tech,1165.0,40.0,3.4,565.0
Machine Learning with Python|Business Applications|AI Robot,Machine Learning Zero to Hero for the Reinforcement learning & Classification Algorithms (Build Machine Leaning robot),217,3.7,24,https://www.udemy.com/course/machine-learning-with-python-intelligent-gaming-robot/,Tech,230.0,11.0,3.3,1637.0
"Machine Learning, AI and Data Science without programming","Learn the concepts of neural networks, cloud, IOT, big data and many more before you start coding in under 1 hour",2274,4.3,24,https://www.udemy.com/course/machine-learning-ai-and-data-science-without-programming/,Tech,2286.0,44.0,4.0,575.0
python from scratch for beginner - build real smart apps,learn python programming basics with exercises & examples- intro to machine learning & making simple programs in python,2643,4.2,24,https://www.udemy.com/course/python-for-absolute-beginners-2020-python-3-with-examples/,Tech,2909.0,2.0,3.5,1354.0
Artificial Intelligence - TensorFlow Machine Learning,AI and Machine Learning from theory to the required hands-on experience by using latest TensorFlow JavaScript framework,438,3.3,24,https://www.udemy.com/course/tensorflow-js/,Tech,448.0,9.5,3.3,857.0
Artificial Neural Networks tutorial - theory & applications,Machine learning algorithm (ANN) - simplified. See the use cases with R to understand the application,112,4.1,24,https://www.udemy.com/course/artificial-neural-networks-tutorial-theory-applications/,Tech,118.0,1.0,4.2,1236.0
