Title,Summary,Enrollment,Stars,Rating,Link,Category,count_students,course_length,course_rating,days_since_released
Deep Learning : Computer Vision Beginner to Advanced Pytorch,Go Beginner to Pro in Computer Vision in Pytorch / Python with Expert Tips Convolutional Neural Network Deep Learning,7809,3.7,103,https://www.udemy.com/course/deep-learning-pytorch/,Tech,7809.0,,3.7,1164.0
Machine Learning with Core ML 2 and Swift 5,"Learn how to integrate machine learning into your apps. Hands-on Swift 5 coding using CoreML 2, Vision, NLP and CreateML",739,4.7,102,https://www.udemy.com/course/machine-learning-with-core-ml-2-and-swift/,Tech,1085.0,2.0,4.3,1273.0
Machine Learning : A Beginner's Basic Introduction,Learn Machine Learning Basics with a Practical Example,2584,4.0,101,https://www.udemy.com/course/machine-learning-a-beginners-basic-introduction/,Tech,25358.0,2.0,3.8,18894.0
Applied Machine Learning For Healthcare,Learn to implement machine learning algorithms to real world life sciences problems,713,4.1,99,https://www.udemy.com/course/applied-machine-learning-for-healthcare/,Tech,839.0,5.0,4.2,1129.0
Data Science:Hands-on Diabetes Prediction with Pyspark MLlib,Diabetes Prediction using Machine Learning in Apache Spark,11737,4.3,99,https://www.udemy.com/course/data-science-hands-on-diabetes-prediction-with-pyspark-mllib/,Tech,11793.0,1.0,4.3,1391.0
Introduction to Machine Learning With SAP® HANA®,Learn and Implement Your Own Custom Machine Learning Algorithm on Top of SAP®'s HANA® In Memory System,1929,2.7,95,https://www.udemy.com/course/introduction-to-machine-learning-with-sap-hana/,Tech,1950.0,1.5,3.4,18894.0
Deep Learning- Learn With Tensor Flow and Python,"Learn how to use Deep Learning Framework - TensorFlow,Keras, Create your own Chatbots,Intro to Tensorflow 2.0",12321,4.2,95,https://www.udemy.com/course/deep-learning-with-tensor-flow/,Tech,12321.0,,4.2,542.0
Data Visualization with Tableau - Novice to Pro!: 5-in-1,Master the art of creating insightful visualizations from complex data with this visually appealing tutorial!,487,4.4,94,https://www.udemy.com/course/data-visualization-with-tableau-novice-to-pro-5-in-1/,Tech,566.0,20.5,4.3,2064.0
Build CHATBOTS with Dialogflow (V1 & V2) and NodeJS,BASICS TO ADVANCED. Learn to build Chatbots using the all-powerful NLP platform Dialogflow (V1 &V2) and Node.JS.,588,3.7,94,https://www.udemy.com/course/bots-with-dialogflow/,Tech,603.0,8.0,3.7,576.0
Learn R Programming For Machine Learning and Data Science,Get to know the most hot programming language for machine learning and data science from scratch.,11723,3.4,94,https://www.udemy.com/course/the-complete-r-programming-course-zero-to-hero/,Tech,11723.0,,3.4,1385.0
Applied Data Science COVID-19 data analysis,"Data Analysis of COVID-19 data with Python machine learning, visualization + bonus Tableau Dashboard",470,4.6,94,https://www.udemy.com/course/applied-data-science-covid-19-prototype/,Tech,651.0,7.0,4.3,650.0
Data Science 4 Newbs! Skills + Basic Web Experiment Analysis,"Practice basic web experiment analysis hands-on and gain the crucial data science skills of Unix, SQL, and Tableau fast!",2203,4.2,92,https://www.udemy.com/course/data-science-4-newbs/,Tech,2206.0,1.5,4.2,960.0
Computer Vision: Face Recognition Quick Starter in Python,"Quickly Build Python Deep Learning based Face Detection, Recognition, Emotion , Gender and Age Classification Systems",2676,4.4,92,https://www.udemy.com/course/computer-vision-face-recognition-quick-starter-in-python/,Tech,3136.0,4.5,4.6,1577.0
Artificial Intelligence III - Deep Learning in Java,"Deep learning fundamentals, focusing on convolutional neural networks and recurrent neural networks, LTSM, GRUs",2120,4.4,91,https://www.udemy.com/course/artificial-intelligence-iii-in-java/,Tech,2489.0,4.0,3.8,2420.0
Julia Programming For Data Science & Machine Learning: Julia,Learn power of Julia High performace programming for Data Science and Machine Learning with nearly C like Performace,1170,4.0,90,https://www.udemy.com/course/julialang/,Tech,1456.0,4.0,3.6,1588.0
Artificial Intelligence in Arabicالذكاء الصناعي مبتدئ لمحترف,تعلم مبادئ الذكاء الصناعي عن طريق ١٠ مشاريع عملية,943,4.8,89,https://www.udemy.com/course/artificial-intelligence-in-arabic/,Tech,991.0,10.0,4.4,947.0
Python for Machine Learning and Data Mining,"Numpy, Pandas, Matplotlib, Seaborn, Neural Networks, Time Series, Market Basquet Analysis, GUIs, MySQL and much more!!",803,3.5,87,https://www.udemy.com/course/python-for-machine-learning-and-data-mining/,Tech,882.0,12.5,3.6,1722.0
Game Devs Unleash Artificial Intelligence: Flocking Agents,Artificial Intelligence for Game Devs in Unity to understand & implement the beautiful bird's natural Flocking Behavior,1157,4.5,87,https://www.udemy.com/course/helping-game-devs-unleash-artificial-intelligence-flocking/,Tech,1246.0,2.5,4.1,1075.0
Machine Learning with Python,All about Machine learning,102,3.4,13,https://www.udemy.com/course/machine-learning-with-python/,Tech,109.0,5.5,3.5,1329.0
Machine Learning Projects A-Z : Kaggle and Real World Pro,Master Machine Learning Kaggle and Real World Projects and Start Participating in Competitive Forums,1313,4.2,86,https://www.udemy.com/course/machine-learning-projects-kaggle-and-real-world-pro/,Tech,1401.0,8.0,3.9,1465.0
"Data Science-Forecasting/Time series Using XLMiner,R&Tableau","Forecasting Techniques-Linear,Exponential,Quadratic Seasonality models, Autoregression, Smooting, Holts, Winters Method",1321,4.1,86,https://www.udemy.com/course/forecasting-time-series-using-xlminer-r-and-tableau/,Tech,1332.0,6.5,4.1,1469.0
Machine Learning from the scratch using Python,"Machines are now learning, why aren't you?",2374,4.0,85,https://www.udemy.com/course/machinesarelearning/,Tech,2387.0,15.0,3.7,532.0
CoreML - Master Machine Learning for iOS Apps,Build Intelligent iOS 11 apps using Apple's Native Machine Learning API - CoreML,638,4.7,85,https://www.udemy.com/course/coreml-machine-learning-for-ios-apps/,Tech,784.0,4.0,4.3,1445.0
Neural Networks for Machine Learning From Scratch,Develop your own deep learning framework from zero to one. Hands-on Machine Learning with Python.,554,4.0,84,https://www.udemy.com/course/neural-networks-fundamentals-in-python/,Tech,572.0,3.0,3.6,18894.0
Data Analysis With Python For Beginners: Learn By Practice,"Use Python for data analysis, learn Python libraries like pandas and learn to perform data analysis.",2992,4.7,84,https://www.udemy.com/course/python-data-analysis-masterclass-learn-by-practice/,Tech,3101.0,7.0,4.3,870.0
"Build chatbots for Android using Dialogflow,Android studio",Develop your own Android Assistant and chatbots for Android using Dialogflow and NLP.Intelligent Android App Development,19626,3.8,83,https://www.udemy.com/course/assistant-and-chatbots-for-android-using-dialogueflow/,Tech,19659.0,2.0,4.1,1187.0
Learning Path: Python: Predictive Analysis with Python,"Manipulate, analyze, and visualize your data with powerful Python libraries - Pandas and scikit-learn",510,3.8,82,https://www.udemy.com/course/learning-path-python-predictive-analysis-with-python/,Tech,580.0,8.5,4.3,18894.0
[2020] Deploying Machine Learning Models - A Complete Guide,Learn to Deploy Machine Learning Models. Learn about Server and Serverless Frameworks Both using Python,492,3.8,81,https://www.udemy.com/course/deploying-machine-learning-models-using-python-a-complete-guide/,Tech,492.0,,3.8,512.0
Statistics for Data science,This course teaches Data Science with Maths statistics from basic to advanced level.,3430,4.3,80,https://www.udemy.com/course/datascience-statistics/,Tech,3512.0,1.0,3.6,1161.0
Artificial Intelligence #6 : LSTM Neural Networks with Keras,Learn how to create Recurrent Neural Network and LSTMs by using Keras Libraries and Python,1443,3.2,78,https://www.udemy.com/course/artificial-intelligence-6-lstm-neural-networks-with-keras/,Tech,1514.0,2.0,4.0,793.0
Python: A-Z Artificial Intelligence with Python: 5-in-1,Build real-world Artificial Intelligence applications with Python to intelligently interact with the world around you.,499,3.7,78,https://www.udemy.com/course/python-a-z-artificial-intelligence-with-python-5-in-1/,Tech,576.0,8.5,4.0,1196.0
Machine Learning : Linear Regression [Step by Step Guide],Step By Step Guide for Machine Learning : Linear Regression [2019],9372,2.8,78,https://www.udemy.com/course/machine-learning-linear-regression-step-by-step-guide/,Tech,9372.0,,2.8,1624.0
Learn Machine Learning With R Programming!,Start as a complete beginner and learn some of the most essentials.,12071,2.9,77,https://www.udemy.com/course/learn-machine-learning-with-r-programming/,Tech,12072.0,38.0,3.2,1103.0
Learn Artificial Intelligence Fundamentals,Join the new smart club | Understand the fundamentals | Learn about the Industry Situation and Opportunities,3425,3.4,77,https://www.udemy.com/course/learnartificialintelligence/,Tech,3435.0,1.0,3.8,917.0
Artificial Intelligence for Simple Games,Learn how to use powerful Deep Reinforcement Learning and Artificial Intelligence tools on examples of AI simple games!,993,4.5,76,https://www.udemy.com/course/artificial-intelligence-for-simple-games/,Tech,1578.0,12.5,4.1,1602.0
Artificial Intelligence Bootcamp 44 projects Ivy League pro,"Be a Machine Learning, Matplotlib, NumPy, and TensorFlow pro. Use AI for programming, business or science!",13512,3.9,76,https://www.udemy.com/course/artificial/,Tech,13541.0,13.5,3.7,1288.0
Learning Path:TensorFlow: The Road to TensorFlow-2nd Edition,Discover deep learning and machine learning with Python and TensorFlow,998,4.1,74,https://www.udemy.com/course/learning-pathtensorflow-the-road-to-tensorflow-2nd-edition/,Tech,1005.0,10.5,4.0,1508.0
Decision Trees for Machine Learning From Scratch,Learn to build decision trees for applied machine learning from scratch in Python.,291,3.7,73,https://www.udemy.com/course/decision-trees-for-machine-learning/,Tech,328.0,3.0,4.3,953.0
Machine Learning Technical Interview,Get ready for a technical Machine Learning interview / Data Science interview by mastering commonly asked questions!,3900,3.4,71,https://www.udemy.com/course/mlcg-technical-interview/,Tech,4025.0,5.0,4.3,520.0
Math for Machine Learning,Learn the core topics of Machine Learning to open doors to data science and artificial intelligence.,991,4.1,71,https://www.udemy.com/course/mathematics-for-machine-learning/,Tech,1039.0,5.0,3.5,1014.0
Mobile Machine Learning for Android: TensorFlow & Python,"Use PyCharm, Java & Android Studio to make apps using artificial intelligence. Learn with hands-on projects & examples!",627,4.1,71,https://www.udemy.com/course/mobile-machine-learning-for-android-tensorflow-python/,Tech,737.0,12.5,3.5,867.0
Artificial Intelligence:Deep Learning in Real World Business,Learn how to deploy deep learning business applications for real world purposes.,550,4.1,71,https://www.udemy.com/course/deep-learning-for-real-world-business/,Tech,564.0,3.5,3.8,1273.0
Machine Learning: Beginner Reinforcement Learning in Python,How to teach a neural network to play a game using delayed gratification in 146 lines of Python code,208,4.4,69,https://www.udemy.com/course/machine-learning-beginner-reinforcement-learning-in-python/,Tech,385.0,2.0,4.6,1464.0
Feature Engineering with Excel & Python Machine Learning,Visually learn to create Features using Excel and build Machine Learning Models using Python (Submit solution to Kaggle),8402,4.1,69,https://www.udemy.com/course/feature-engineering-with-excel-python-machine-learning/,Tech,8410.0,2.0,3.8,1069.0
"Machine Learning, incl. Deep Learning, with R","Statistical Machine Learning Techniques, and Deep Learning with Keras, and much more. (All R code included)",5614,3.6,68,https://www.udemy.com/course/hands-on-machine-learning-with-r/,Tech,5641.0,15.5,4.4,1499.0
Mathematics for Data Science and Machine Learning using R,"Learn the fundamental mathematics for Data Science, AI &ML using R",617,4.3,68,https://www.udemy.com/course/mathematics-for-data-science-and-machine-learning-using-r/,Tech,791.0,10.5,4.5,571.0
Basics of R Programming Language for Buddies,"Imbibe R like a passion get knowledge on Data Frames , Basic Statistics and Graphs",341,3.7,68,https://www.udemy.com/course/r-for-buddies/,Tech,344.0,2.5,3.7,1767.0
"iOS 11, Swift 4 become professional iOS developer","iOS 11, Machine Learning (Core ML), shopping, e-commerce, Swift 4",8799,4.7,67,https://www.udemy.com/course/ios-11-swift-4-become-professional-ios-developer/,Tech,8805.0,26.0,4.4,1297.0
Computer Vision Fundamentals with OpenCV and C#,Using OpenCVSharp Wrapper Library,289,3.9,67,https://www.udemy.com/course/image-processing-fundamentals-with-opencv-and-csharp/,Tech,371.0,5.0,3.9,1308.0
Machine Learning Made Easy : Beginner to Advanced using R,Learn Machine Learning Algorithms using R from experts with hands on examples and practice sessions. With 5 different pr,4233,4.7,67,https://www.udemy.com/course/machine-learning-made-easy-beginner-to-advance-using-r/,Tech,4270.0,15.5,4.2,1567.0
Introduction to R Programming - A Modern Approach,"Introduction to fundamentals of R programming - Writing effective, simple, and modern R codes using tidyverse and more",270,4.5,67,https://www.udemy.com/course/introduction-to-programming-r-a-modern-approach/,Tech,383.0,8.5,4.6,1449.0
Machine learning with Scikit-learn,Learn the most important machine learning techniques using the best machine learning library available,508,4.2,67,https://www.udemy.com/course/machine-learning-with-scikit-learn/,Tech,554.0,6.5,3.6,757.0
Tensorflow for Beginners,A complete guide for building machine learning and deep learning solutions using Tensorflow,544,3.6,66,https://www.udemy.com/course/tensorflow-for-beginners/,Tech,564.0,4.0,3.6,548.0
A Beginner's Guide to Machine Learning (in Python),"Learn supervised learning for structured data, and implement them using Python programming",1118,4.5,66,https://www.udemy.com/course/a-beginners-guide-to-data-mining/,Tech,1170.0,3.5,4.0,2935.0
Show And Tell: Sikuli - Pattern-Matching and Automation,A truly unusual technology - the power of machine learning for automating unusual stuff,1701,4.5,66,https://www.udemy.com/course/sikuli-show-and-tell/,Tech,1715.0,3.0,4.4,963.0
Learning Path: OpenCV: Master Image Processing with OpenCV 3,Develop interactive computer vision applications with the popular C++ libraries of OpenCV 3,533,3.0,66,https://www.udemy.com/course/learning-path-opencv-master-image-processing-with-opencv-3/,Tech,596.0,5.5,4.2,455.0
Deploying machine learning models with flask for beginners,"How to deploy a machine learning model. How to create an API for machine learning. #machinelearning, #datascience",257,4.5,66,https://www.udemy.com/course/deploying-machine-learning-models-with-flask-for-beginners/,Tech,421.0,2.5,4.2,1425.0
"Introduction to AI, Machine Learning and Python basics","Learn to understand Artificial Intelligence and Machine Learning algorithms, and learn the basics of Python Programming",4055,4.2,66,https://www.udemy.com/course/introduction-to-ai-machine-learning-and-python-basics/,Tech,4192.0,2.5,4.4,18894.0
Introductory statistics Part1: Descriptive Statistics,"Learn the concepts, calculations and applications of statistics at your own pace and comfort.",842,3.6,65,https://www.udemy.com/course/introductory-statistics-part1-descriptive-statistics/,Tech,897.0,4.0,4.5,1234.0
Machine Learning with Jupyter Notebooks in Amazon AWS,"A comprehensive look into Machine Learning using Dynamic Programming, Python and SageMaker service offered by Amazon AWS",12970,3.8,65,https://www.udemy.com/course/machine-learning-with-jupyter-notebooks-in-amazon-aws/,Tech,13006.0,5.5,4.0,525.0
Python Programming Masterclass for Beginners : Zero to Hero,"Learn Python Programming from Scratch by building applications using Machine Learning, Data Science and Python GUI",1344,4.9,65,https://www.udemy.com/course/python-programming-masterclass-for-beginners-zero-to-hero/,Tech,1448.0,25.0,3.9,1450.0
Machine Learning with Python: Data Science for Beginners,Data Science / Machine Learning is the most in-demand and Highest Paying job of 2017,3279,3.6,65,https://www.udemy.com/course/machine-learning-with-python-data-science-for-beginners/,Tech,3286.0,11.0,3.9,1377.0
The Complete Natural Language Processing (NLP) Course,A comprehensive course that will help you learn advanced NLP techniques to perform potentially useful tasks.,421,4.2,64,https://www.udemy.com/course/complete-nlp-course/,Tech,421.0,,4.2,1345.0
Imbalanced Learning (Unbalanced Data) - The Complete Guide,"Learn how to handle imbalanced data in Machine Learning. Data based approaches, algorithmic approaches and more!",649,3.8,64,https://www.udemy.com/course/imbalanced-learning-the-complete-guide/,Tech,655.0,5.0,4.0,515.0
SwiftUI Covid19 Statistics tracking with REST API & Swift 5,"Build COVID-19 statistics tracking app for iOS13, using SwiftUI and Swift 5.1, REST API and JSON Parsing",338,4.6,63,https://www.udemy.com/course/swiftui-covid19-statistics-tracking-with-rest-api-swift-5/,Tech,648.0,3.5,4.3,1094.0
Ultimate Neural Nets and Deep Learning Masterclass in Python,The best way to learn machine learning and AI using python: simply and fully explained concepts with practical exercises,441,3.7,63,https://www.udemy.com/course/neural-nets/,Tech,456.0,6.5,3.8,827.0
Machine Learning and Data Science Essentials with Python & R,"Master Machine Learning with Python, Tensorflow & R. Data Science is the most in-demand and Highest Paying Job of 2018",4853,3.9,64,https://www.udemy.com/course/machine-learning-with-python-r/,Tech,4855.0,5.5,4.4,944.0
Artificial Intelligence IV - Reinforcement Learning in Java,"All you need to know about Markov Decision processes, value- and policy-iteation as well as about Q learning approach",1074,4.3,62,https://www.udemy.com/course/artificial-intelligence-iv-reinforcement-learning-in-java/,Tech,1376.0,3.0,4.1,723.0
Natural Language Processing (NLP) in Python with 8 Projects,"Work on 8 Projects, Learn Natural Language Processing Python, Machine Learning, Deep Learning, SpaCy, NLTK, Sklearn, CNN",524,4.6,63,https://www.udemy.com/course/complete-natural-language-processing-nlp-with-spacy-nltk/,Tech,1528.0,10.5,4.5,18894.0
Python for Data Science and Visualization -Beginners to Pro,"Complete Python data science course - beginner to expert in data analysis and visualization - Pandas, Numpy & MatPlotLib",182,4.4,61,https://www.udemy.com/course/python-for-data-analysis-and-visualization/,Tech,222.0,5.0,4.7,1078.0
SVM for Beginners: Support Vector Machines in R Studio,Learn Support Vector Machines in R Studio. Basic SVM models to kernel-based advanced SVM models of Machine Learning,28397,3.4,60,https://www.udemy.com/course/machine-learning-adv-support-vector-machines-svm-in-r/,Tech,42222.0,5.0,4.0,1013.0
Artificial Neural Networks(ANN) Made Easy,Learn ANN Model Building and Fine-tuning ANN hyper-parameters on Python and TensorFlow,6933,4.3,60,https://www.udemy.com/course/artificial-neural-networks-made-easy/,Tech,6956.0,5.5,3.8,640.0
Superminds: The Future of Artificial Intelligence (AI),Discover the new-age future powered by Artificial Intelligence (AI) technologies,11071,3.6,60,https://www.udemy.com/course/superminds-artificial-intelligence-in-2019-2025-markets/,Tech,21626.0,37.0,4.3,667.0
Statistics for Data Science using Python,This training is an introduction to the concept of statistical concepts that are very important to Data science,26812,3.5,59,https://www.udemy.com/course/statistics-for-data-science-using-python/,Tech,26812.0,,3.5,1506.0
PyTorch: Deep Learning with PyTorch - Masterclass!: 2-in-1,Start your journey with PyTorch to build useful & effective models with the PyTorch Deep Learning framework from scratch,481,3.9,58,https://www.udemy.com/course/pytorch-deep-learning-with-pytorch-masterclass-2-in-1/,Tech,523.0,7.5,3.9,1592.0
Modern Deep Convolutional Neural Networks with PyTorch,Image Recognition with Convolutional Neural Networks. Advanced techniques for Deep Learning and Representation learning,4807,4.0,58,https://www.udemy.com/course/modern-deep-convolutional-neural-networks/,Tech,4833.0,2.0,3.9,870.0
LaTeX for Data Scientists 2020 (and for non-Data Scientists),LaTeX for everyone!,503,4.3,58,https://www.udemy.com/course/latex-for-data-scientists-2020-and-for-non-data-scientists/,Tech,551.0,2.0,4.2,1513.0
Machine Learning 2020: Complete Maths for Machine Learning,"Learn Math for Machine Learning, Math for Data Science, Linear Algebra, Calculus, Vectors & Matrices, Probability & more",319,4.0,58,https://www.udemy.com/course/machine-learning-2020-complete-maths-for-machine-learning/,Tech,670.0,2.5,4.1,610.0
Data Science: Machine Learning and Statistical Modeling in R,Master machine learning techniques with R to solve Real-World problems and gain valuable insights from your data.,437,4.2,57,https://www.udemy.com/course/ultimate-machine-learning-with-r/,Tech,468.0,10.0,4.3,1149.0
Learning Path: OpenCV: Real-Time Computer Vision with OpenCV,Harness the power of OpenCV 3 to build practical computer vision projects,509,4.4,57,https://www.udemy.com/course/learning-path-opencv-real-time-computer-vision-with-opencv/,Tech,566.0,5.5,4.1,1068.0
Exploratory Data Analysis with Pandas and Python 3.x,Extract and transform your data to gain valuable insights,181,4.0,56,https://www.udemy.com/course/exploratory-data-analysis-with-pandas-and-python-3x/,Tech,288.0,5.0,4.0,1227.0
Learning Path: OpenCV: Image Processing with OpenCV 3,Harness the power of OpenCV 3 to build computer vision applications,570,3.4,56,https://www.udemy.com/course/learning-path-opencv-image-processing-with-opencv-3/,Tech,581.0,4.0,3.7,1056.0
Learn Advanced Python Programming in 2020,Make Real World Applications and Machine Learning Models in Python,1485,4.0,56,https://www.udemy.com/course/learn-advanced-python-programming-in-2020/,Tech,1647.0,9.5,4.7,1683.0
Statistics for Data Science and Analytics,Master the fundamentals of Probability and Statistics to build and advance your career in Data Science and Analytics,357,4.0,56,https://www.udemy.com/course/statistics-for-beginners/,Tech,396.0,4.5,4.0,484.0
Learn Data Analysis with Python Pandas,Real world examples of Python Pandas to analyse large data files. Create visual representations of your data.,5289,4.0,56,https://www.udemy.com/course/python-pandas-data-manipulation-and-analysis/,Tech,5295.0,2.5,3.3,1087.0
Text Mining with Machine Learning and Python,"Get high-quality information from your text using Machine Learning with Tensorflow, NLTK, Scikit-Learn, and Python",304,4.2,56,https://www.udemy.com/course/text-mining-with-machine-learning-and-python/,Tech,364.0,2.5,4.0,448.0
Search Algorithms in Artificial Intelligence with Java,"This Artificial Intelligence Course Teaches Theory, Implementation, and Applications With Robot Path Planning",1165,3.6,56,https://www.udemy.com/course/search-algorithms-in-artificial-intelligence-with-java/,Tech,1598.0,10.5,4.5,1494.0
Data Science: Machine Learning algorithms in Matlab,A-Z Guide to Implementing Classic Machine Learning Algorithms From Scratch and with Matlab and maths.,504,3.6,56,https://www.udemy.com/course/machine-learning-step-by-step-guide/,Tech,527.0,2.5,3.7,1546.0
NLP: Natural Language Processing ML Model Deployment at AWS,"Build & Deploy BERT, DistilBERT, FastText NLP Models in Production with Flask, uWSGI, and NGINX at AWS EC2.",2275,4.6,55,https://www.udemy.com/course/nlp-with-bert-in-python/,Tech,4229.0,9.5,4.3,2326.0
Machine Learning Masterclass: From Beginner to Advanced,"A collaboration between 8 instructors! Jump into Python, TensorFlow, PyCharm, API & CIFAR-10 for mobile developmement.",1205,4.7,55,https://www.udemy.com/course/machine-learning-masterclass-from-beginner-to-advanced/,Tech,1260.0,79.5,3.7,989.0
Modern Artificial Intelligence Masterclass: Build 6 Projects,"Harness the power of AI to solve practical, real-world problems in Finance, Tech, Art and Healthcare",1211,4.5,55,https://www.udemy.com/course/modern-artificial-intelligence-applications/,Tech,27720.0,16.0,4.3,1706.0
Python Pandas: connect & import directly any database,"ORACLE Database, IBM Db2, MS SQL Server, MySQL, Postgresql, SQLite",488,4.2,55,https://www.udemy.com/course/python-pandas-connect-import-directly-any-database/,Tech,535.0,2.5,4.3,739.0
Complete iOS 11 developer Bootcamp,"Learn to make iOS 11 apps in swift 4 - Covers coredata, realm, firebase, HIG, machine learning, Json, API and lot more",412,4.8,55,https://www.udemy.com/course/complete-ios-11-developer-bootcamp/,Tech,416.0,22.0,4.8,999.0
Advanced Apache Spark for Data Scientists and Developers,Apache Spark,492,3.5,54,https://www.udemy.com/course/advanced-apache-spark-for-data-scientists-and-developers/,Tech,503.0,2.5,3.7,1091.0
Complete Python Machine Learning & Data Science for Dummies,"Machine Learning and Data Science for programming beginners using python with scikit-learn, SciPy, Matplotlib & Pandas",2224,4.1,54,https://www.udemy.com/course/machine-learning-with-python-for-dummies-the-complete-guide/,Tech,2294.0,10.5,4.7,490.0
Real data science problems with Python,Practice machine learning and data science with real problems,606,3.9,54,https://www.udemy.com/course/real-data-science-problems-with-python/,Tech,616.0,7.5,3.7,531.0
"Python Data Science basics with Numpy, Pandas and Matplotlib",Covers all Essential Python topics and Libraries for Data Science or Machine Learning Beginner.,1747,4.5,54,https://www.udemy.com/course/python-data-science-basics-with-numpy-pandas-and-matplotlib/,Tech,1792.0,6.5,3.6,910.0
Deep Learning Complete Guide for Calculus - Machine Learning,Mastering Calculus for Deep learning / Machine learning / Data Science / Data Analysis / AI using Python,725,4.3,54,https://www.udemy.com/course/deep-learning-calculus-data-science-machine-learning-ai/,Tech,1516.0,10.0,4.5,1667.0
Machine Learning with Remote Sensing Data,"Learn to apply machine learning, remote sensing, big spatial data using the Google Earth Engine cloud computing",256,4.4,53,https://www.udemy.com/course/machine-learning-and-earth-observation-big-data/,Tech,290.0,1.5,3.9,1833.0
Modern Reinforcement Learning: Actor-Critic Methods,How to Implement Cutting Edge Artificial Intelligence Research Papers in the Open AI Gym Using the PyTorch Framework,399,4.4,53,https://www.udemy.com/course/actor-critic-methods-from-paper-to-code-with-pytorch/,Tech,1452.0,8.0,4.7,1417.0
Computer Vision: Python OCR & Object Detection Quick Starter ,"Quick Starter for Optical Character Recognition, Image Recognition Object Detection and Object Recognition using Python",2140,4.4,52,https://www.udemy.com/course/computer-vision-python-ocr-object-detection-quick-starter/,Tech,3042.0,4.5,4.4,946.0
Machine Learning & Data Science Masterclass in Python and R,"Machine learning with many practical examples. Regression, Classification and much more",655,3.9,52,https://www.udemy.com/course/machine-learning-data-science-masterclass/,Tech,702.0,17.0,3.9,1722.0
R: Complete Machine Learning Solutions ,Use over 100 solutions to analyze data and build predictive models,552,3.5,52,https://www.udemy.com/course/r-complete-machine-learning-solutions/,Tech,564.0,8.0,3.5,459.0
Computer Vision with Python,"Introduction to Computer Vision, make vision apps",305,3.7,52,https://www.udemy.com/course/computer-vision-with-python/,Tech,322.0,1.5,3.9,1273.0
Learn Practical Python 3 for Beginners (2018),"Learn OOP, Numpy, Pandas and Matplotlib with 11 exercises and full solutions",2270,4.9,52,https://www.udemy.com/course/learn-practical-python-3-for-beginners-2018/,Tech,2293.0,20.5,4.6,774.0
Build an NBA Fantasy Projection Model in Python with Pandas,Learn the Fundamentals of Pandas using NBA Stats,1888,4.3,52,https://www.udemy.com/course/build-a-nba-fantasy-projection-model-in-python-with-pandas/,Tech,1971.0,6.0,4.2,878.0
Data Science-Unsupervised Machine Learning Using R,"Recommender Systems, Association Rules, Dimension Reduction, Network Analysis",941,3.6,52,https://www.udemy.com/course/data-mining-unsupervised-learning-using-r/,Tech,944.0,5.0,3.5,18894.0
Natural Language Processing (NLP) in Python for Beginners,"Text Cleaning, Spacy, NLTK, Scikit-Learn, Deep Learning, word2vec, GloVe, LSTM for Sentiment, Emotion, Spam & CV Parsing",389,4.6,53,https://www.udemy.com/course/nlp-in-python/,Tech,3182.0,28.0,4.5,1221.0
Hands - On Reinforcement Learning with Python,"A practical tour of prediction and control in Reinforcement Learning using OpenAI Gym, Python, and TensorFlow",285,4.0,51,https://www.udemy.com/course/hands-on-reinforcement-learning-with-python/,Tech,339.0,4.5,3.3,18894.0
The complete Machine Learning Data Science Course in Python,Learn the Math behind every machine learning model and then implement it in Python,2266,4.0,51,https://www.udemy.com/course/the-complete-machine-learning-data-science-course-in-python/,Tech,2280.0,8.0,4.3,603.0
Understanding Regression Techniques,An Introduction to Predictive Analytics for Data Scientists,3183,4.3,51,https://www.udemy.com/course/understanding-regression-techniques/,Tech,3280.0,7.0,4.8,1211.0
Deep Learning: An Introduction,"Deep Learning / Artificial Intelligence is the most exciting, highly sought & one of the fastest-growing field nowadays",5536,3.8,49,https://www.udemy.com/course/deep-learning-an-introduction/,Tech,5536.0,,3.8,18894.0
Complete DataScience with Python and Tensorflow,"Learn about machine learning, deep learning, text analytics using python and tensorflow",280,4.1,49,https://www.udemy.com/course/complete-datascience-with-python-and-tensorflow/,Tech,310.0,11.0,3.6,1228.0
The Ultimate 2019 Deep Learning & Machine Learning Bootcamp,"Use Tensorflow, Keras & Python to build Feedforward, Convolutional, Recurrent, Generative Adversarial Networks & more...",3737,4.3,49,https://www.udemy.com/course/deep-learning-machine-learning-bootcamp/,Tech,3737.0,,4.3,552.0
Machine Learning and Artificial Intelligence Using Swift,"Learn Image Classifications, Turi Create, Sound Classification, Regression, Core ML, Create ML, Face Detection and more!",568,4.4,49,https://www.udemy.com/course/machine-learning-and-artificial-intelligence-using-swift/,Tech,1112.0,8.5,4.6,543.0
Python - Data mining and Machine learning,Develop your own Python recommender system using Machine Learning,5835,3.4,49,https://www.udemy.com/course/python-data-mining-and-machine-learning/,Tech,15486.0,2.0,4.6,18894.0
Random Forest Algorithm in Machine Learning,mprove the model Performance using Random Forest.,13862,1.9,48,https://www.udemy.com/course/random-forest-algorithm-in-machine-learning/,Tech,13862.0,,1.9,971.0
Deep Learning with PyTorch,Build useful and effective deep learning models with the PyTorch Deep Learning framework,258,3.8,48,https://www.udemy.com/course/deep-learning-with-pytorch/,Tech,278.0,4.5,4.0,577.0
