INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182066990,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,158,,2018-08-21 17:48:00,2018,8,Tuesday,17,Part Two,TREMONT ST,42.34238732,-71.0745752,"(42.34238732, -71.07457520)"
I182066989,2629,Harassment,HARASSMENT,E13,573,,2018-08-21 18:22:00,2018,8,Tuesday,18,Part Two,BROOKSIDE AVE,42.31024038,-71.10645786,"(42.31024038, -71.10645786)"
I182066981,613,Larceny,LARCENY SHOPLIFTING,B3,457,,2018-08-21 16:35:00,2018,8,Tuesday,16,Part One,BLUE HILL AVE,42.28515394,-71.09102185,"(42.28515394, -71.09102185)"
I182066975,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A15,900,,2018-08-21 17:15:00,2018,8,Tuesday,17,Part Two,WALFORD WAY,42.37843402,-71.05644163,"(42.37843402, -71.05644163)"
I182066974,617,Larceny,LARCENY THEFT FROM BUILDING,D4,133,,2018-08-21 15:00:00,2018,8,Tuesday,15,Part One,NEWBURY ST,42.35176179,-71.07452168,"(42.35176179, -71.07452168)"
I182066973,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,67,,2018-08-21 16:39:00,2018,8,Tuesday,16,Part Two,CAMBRIDGE ST,42.36112532,-71.06667211,"(42.36112532, -71.06667211)"
I182066972,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,429,,2018-08-21 17:07:00,2018,8,Tuesday,17,Part Two,WILDWOOD ST,42.28378654,-71.0871581,"(42.28378654, -71.08715810)"
I182066965,616,Larceny,LARCENY THEFT OF BICYCLE,D4,130,,2018-08-21 15:42:00,2018,8,Tuesday,15,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
I182066964,617,Larceny,LARCENY THEFT FROM BUILDING,A7,3,,2018-06-09 19:00:00,2018,6,Saturday,19,Part One,SARATOGA ST,42.38423979,-71.00003921,"(42.38423979, -71.00003921)"
I182066963,613,Larceny,LARCENY SHOPLIFTING,E18,522,,2018-08-21 16:37:00,2018,8,Tuesday,16,Part One,HYDE PARK AVE,42.2518944,-71.1253531,"(42.25189440, -71.12535310)"
I182066962,613,Larceny,LARCENY SHOPLIFTING,D4,168,,2018-08-21 16:02:00,2018,8,Tuesday,16,Part One,WASHINGTON ST,42.33816387,-71.07461217,"(42.33816387, -71.07461217)"
I182066951,619,Larceny,LARCENY ALL OTHERS,C6,186,,2018-08-11 11:43:00,2018,8,Saturday,11,Part One,MASSACHUSETTS AVE,42.32198656,-71.06280666,"(42.32198656, -71.06280666)"
I182066949,613,Larceny,LARCENY SHOPLIFTING,D4,134,,2018-08-21 15:15:00,2018,8,Tuesday,15,Part One,NEWBURY ST,42.35176179,-71.07452168,"(42.35176179, -71.07452168)"
I182066943,616,Larceny,LARCENY THEFT OF BICYCLE,D4,145,,2018-08-21 15:16:00,2018,8,Tuesday,15,Part One,SAINT BOTOLPH ST,42.34295139,-71.0831454,"(42.34295139, -71.08314540)"
I182066934,616,Larceny,LARCENY THEFT OF BICYCLE,A1,173,,2018-08-21 09:45:00,2018,8,Tuesday,9,Part One,ATLANTIC AVE,42.35218278,-71.0556788,"(42.35218278, -71.05567880)"
I182066920,423,Aggravated Assault,ASSAULT - AGGRAVATED,A7,26,,2018-08-21 13:11:00,2018,8,Tuesday,13,Part One,BORDER ST,42.38093345,-71.04023929,"(42.38093345, -71.04023929)"
I182066917,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,105,,2018-08-21 13:15:00,2018,8,Tuesday,13,Part Two,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I182066917,361,Robbery,ROBBERY - OTHER,A1,105,,2018-08-21 13:15:00,2018,8,Tuesday,13,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I182066917,617,Larceny,LARCENY THEFT FROM BUILDING,A1,105,,2018-08-21 13:15:00,2018,8,Tuesday,13,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I182066915,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,213,,2018-08-18 17:00:00,2018,8,Saturday,17,Part One,E ST,42.33849306,-71.0485035,"(42.33849306, -71.04850350)"
I182066913,617,Larceny,LARCENY THEFT FROM BUILDING,B3,438,,2018-08-09 19:00:00,2018,8,Thursday,19,Part One,SOUTHERN AVE,42.29026233,-71.07473856,"(42.29026233, -71.07473856)"
I182066905,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,C6,214,,2018-08-17 16:00:00,2018,8,Friday,16,Part One,SILVER ST,42.33694485,-71.04895757,"(42.33694485, -71.04895757)"
I182066901,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,565,,2018-08-21 13:24:00,2018,8,Tuesday,13,Part One,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I182066897,423,Aggravated Assault,ASSAULT - AGGRAVATED,D14,766,,2018-08-21 12:30:00,2018,8,Tuesday,12,Part One,RANELEGH RD,42.35595478,-71.16094836,"(42.35595478, -71.16094836)"
I182066892,613,Larceny,LARCENY SHOPLIFTING,D4,138,,2018-08-21 12:31:00,2018,8,Tuesday,12,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182066888,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,402,,2018-08-21 11:34:00,2018,8,Tuesday,11,Part Two,WASHINGTON ST,42.28492596,-71.07135254,"(42.28492596, -71.07135254)"
I182066887,613,Larceny,LARCENY SHOPLIFTING,E13,645,,2018-08-21 12:08:00,2018,8,Tuesday,12,Part One,CENTRE ST,42.31193403,-71.1142909,"(42.31193403, -71.11429090)"
I182066886,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,235,,2018-08-21 12:43:00,2018,8,Tuesday,12,Part Two,DORCHESTER AVE,42.32029322,-71.05676992,"(42.32029322, -71.05676992)"
I182066883,613,Larceny,LARCENY SHOPLIFTING,A1,94,,2018-08-21 11:30:00,2018,8,Tuesday,11,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182066881,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,342,,2018-08-20 10:30:00,2018,8,Monday,10,Part Two,LEVANT ST,42.3032249,-71.07039247,"(42.30322490, -71.07039247)"
I182066870,617,Larceny,LARCENY THEFT FROM BUILDING,A1,103,,2018-08-21 12:29:00,2018,8,Tuesday,12,Part One,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)"
I182066866,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C6,915,,2018-08-20 13:30:00,2018,8,Monday,13,Part One,COLUMBIA RD,42.3303689,-71.0486577,"(42.33036890, -71.04865770)"
I182066865,613,Larceny,LARCENY SHOPLIFTING,A7,26,,2018-08-21 11:43:00,2018,8,Tuesday,11,Part One,BORDER ST,42.37620267,-71.03979926,"(42.37620267, -71.03979926)"
I182066861,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,355,,2018-08-20 00:00:00,2018,8,Monday,0,Part One,PARKMAN ST,42.29648529,-71.05968306,"(42.29648529, -71.05968306)"
I182066854,617,Larceny,LARCENY THEFT FROM BUILDING,E5,685,,2018-08-21 11:41:00,2018,8,Tuesday,11,Part One,WASHINGTON ST,42.27667497,-71.13890156,"(42.27667497, -71.13890156)"
I182066852,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,194,,2018-08-21 11:38:00,2018,8,Tuesday,11,Part Two,DORCHESTER ST,42.3301111,-71.05611033,"(42.33011110, -71.05611033)"
I182066847,616,Larceny,LARCENY THEFT OF BICYCLE,D4,627,,2018-08-21 10:55:00,2018,8,Tuesday,10,Part One,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I182066841,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,93,,2018-08-21 10:47:00,2018,8,Tuesday,10,Part Two,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182066835,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,146,,2018-08-20 18:30:00,2018,8,Monday,18,Part One,SAINT BOTOLPH ST,42.34561901,-71.07990847,"(42.34561901, -71.07990847)"
I182066834,613,Larceny,LARCENY SHOPLIFTING,D4,141,,2018-08-21 10:46:00,2018,8,Tuesday,10,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I182066827,617,Larceny,LARCENY THEFT FROM BUILDING,D4,162,,2018-08-21 10:10:00,2018,8,Tuesday,10,Part One,HERALD ST,42.34675589,-71.0652127,"(42.34675589, -71.06521270)"
I182066819,616,Larceny,LARCENY THEFT OF BICYCLE,D4,135,,2018-08-21 07:54:00,2018,8,Tuesday,7,Part One,BEACON ST,42.35275712,-71.08240215,"(42.35275712, -71.08240215)"
I182066796,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,229,,2018-08-20 18:30:00,2018,8,Monday,18,Part One,THOMAS PARK,42.33337487,-71.04451764,"(42.33337487, -71.04451764)"
I182066791,619,Larceny,LARCENY ALL OTHERS,A7,32,,2018-08-21 05:45:00,2018,8,Tuesday,5,Part One,COTTAGE ST,42.37010622,-71.03261984,"(42.37010622, -71.03261984)"
I182066790,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,594,,2018-08-21 03:40:00,2018,8,Tuesday,3,Part One,SAINT BOTOLPH ST,42.3414751,-71.08495034,"(42.34147510, -71.08495034)"
I182066783,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,301,,2018-08-21 04:41:00,2018,8,Tuesday,4,Part Two,BEECH GLEN ST,42.3246387,-71.09531354,"(42.32463870, -71.09531354)"
I182066775,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,618,,2018-08-21 02:20:00,2018,8,Tuesday,2,Part One,FENWAY,42.34227908,-71.09152151,"(42.34227908, -71.09152151)"
I182066775,619,Larceny,LARCENY ALL OTHERS,D4,618,,2018-08-21 02:20:00,2018,8,Tuesday,2,Part One,FENWAY,42.34227908,-71.09152151,"(42.34227908, -71.09152151)"
I182066768,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,284,,2018-08-21 00:33:00,2018,8,Tuesday,0,Part Two,COLUMBUS AVE,42.339675,-71.0829325,"(42.33967500, -71.08293250)"
I182066766,724,Auto Theft,AUTO THEFT,C6,177,,2018-08-21 00:15:00,2018,8,Tuesday,0,Part One,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182066765,301,Robbery,ROBBERY - STREET,E13,302,,2018-08-21 00:45:00,2018,8,Tuesday,0,Part One,CENTRE ST,42.32270922,-71.09932317,"(42.32270922, -71.09932317)"
I182066759,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,141,,2018-08-20 18:40:00,2018,8,Monday,18,Part One,COMMONWEALTH AVE,42.34945353,-71.08644334,"(42.34945353, -71.08644334)"
I182066753,724,Auto Theft,AUTO THEFT,D4,158,,2018-08-20 20:00:00,2018,8,Monday,20,Part One,TREMONT ST,42.34218704,-71.07494905,"(42.34218704, -71.07494905)"
I182066738,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,155,,2018-08-19 20:00:00,2018,8,Sunday,20,Part One,WORCESTER ST,42.34102033,-71.07972113,"(42.34102033, -71.07972113)"
I182066736,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,357,,2018-08-20 21:07:00,2018,8,Monday,21,Part One,GENEVA AVE,42.30080999,-71.06705066,"(42.30080999, -71.06705066)"
I182066733,616,Larceny,LARCENY THEFT OF BICYCLE,C6,216,,2018-08-18 08:00:00,2018,8,Saturday,8,Part One,W EIGHTH ST,42.33313016,-71.05145759,"(42.33313016, -71.05145759)"
I182066728,616,Larceny,LARCENY THEFT OF BICYCLE,D4,144,,2018-08-20 20:54:05,2018,8,Monday,20,Part One,CLEARWAY ST,42.34544847,-71.08683654,"(42.34544847, -71.08683654)"
I182066725,613,Larceny,LARCENY SHOPLIFTING,A7,28,,2018-08-20 20:50:00,2018,8,Monday,20,Part One,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)"
I182066722,613,Larceny,LARCENY SHOPLIFTING,A1,94,,2018-08-20 20:05:00,2018,8,Monday,20,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182066719,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,146,,2018-08-17 19:00:00,2018,8,Friday,19,Part One,HUNTINGTON AVE,42.34585625,-71.08099529,"(42.34585625, -71.08099529)"
I182066712,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,936,,2018-08-20 19:12:00,2018,8,Monday,19,Part Two,ORTON-MAROTTA WAY,42.33857289,-71.05575501,"(42.33857289, -71.05575501)"
I182066710,617,Larceny,LARCENY THEFT FROM BUILDING,B2,276,,2018-08-20 17:00:00,2018,8,Monday,17,Part One,MELNEA CASS BLVD,42.33330171,-71.08181675,"(42.33330171, -71.08181675)"
I182066707,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,352,,2018-08-20 02:45:00,2018,8,Monday,2,Part One,WESTVILLE ST,42.30138747,-71.0658424,"(42.30138747, -71.06584240)"
I182066698,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,910,,2018-08-20 18:00:00,2018,8,Monday,18,Part One,BEECH ST,42.27717807,-71.13522599,"(42.27717807, -71.13522599)"
I182066693,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,361,,2018-08-20 19:12:00,2018,8,Monday,19,Part One,MELVILLE AVE,42.29570358,-71.06280641,"(42.29570358, -71.06280641)"
I182066692,613,Larceny,LARCENY SHOPLIFTING,D14,762,,2018-08-20 18:30:00,2018,8,Monday,18,Part One,WASHINGTON ST,42.34890289,-71.15890934,"(42.34890289, -71.15890934)"
I182066688,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E5,695,,2018-08-20 16:30:00,2018,8,Monday,16,Part One,CENTRE ST,42.28728494,-71.15306857,"(42.28728494, -71.15306857)"
I182066687,616,Larceny,LARCENY THEFT OF BICYCLE,B2,312,,2018-08-20 18:04:25,2018,8,Monday,18,Part One,HARRISHOF ST,42.31688133,-71.08874073,"(42.31688133, -71.08874073)"
I182066685,613,Larceny,LARCENY SHOPLIFTING,D4,146,,2018-08-20 17:55:00,2018,8,Monday,17,Part One,HUNTINGTON AVE,42.3479724,-71.07849582,"(42.34797240, -71.07849582)"
I182066682,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,620,,2018-08-19 23:00:00,2018,8,Sunday,23,Part One,NORWAY ST,42.34535675,-71.0890965,"(42.34535675, -71.08909650)"
I182066680,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,476,,2018-08-20 16:34:00,2018,8,Monday,16,Part One,CUMMINS HWY,42.2686423,-71.095655,"(42.26864230, -71.09565500)"
I182066664,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A1,128,,2018-08-20 15:35:00,2018,8,Monday,15,Part One,CORTES ST,42.34827698,-71.07038932,"(42.34827698, -71.07038932)"
I182066662,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C6,958,,2018-08-20 17:56:00,2018,8,Monday,17,Part One,BELLFLOWER ST,42.32445145,-71.0581068,"(42.32445145, -71.05810680)"
I182066657,724,Auto Theft,AUTO THEFT,A15,59,,2018-08-20 17:45:00,2018,8,Monday,17,Part One,WASHINGTON ST,42.37295916,-71.06462811,"(42.37295916, -71.06462811)"
I182066656,619,Larceny,LARCENY ALL OTHERS,D14,761,,2018-08-17 19:30:00,2018,8,Friday,19,Part One,WASHINGTON ST,42.34885012,-71.15982522,"(42.34885012, -71.15982522)"
I182066655,617,Larceny,LARCENY THEFT FROM BUILDING,D4,133,,2018-08-20 17:22:00,2018,8,Monday,17,Part One,COMMONWEALTH AVE,42.35199294,-71.07706785,"(42.35199294, -71.07706785)"
I182066654,724,Auto Theft,AUTO THEFT,C6,234,,2018-08-20 17:39:00,2018,8,Monday,17,Part One,E EIGHTH ST,42.33142637,-71.03820913,"(42.33142637, -71.03820913)"
I182066648,611,Larceny,LARCENY PICK-POCKET,C6,200,,2018-08-20 17:16:00,2018,8,Monday,17,Part One,W BROADWAY,42.34274131,-71.05735681,"(42.34274131, -71.05735681)"
I182066647,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,948,,2018-08-20 10:25:00,2018,8,Monday,10,Part Two,AMORY ST,42.31915678,-71.10067583,"(42.31915678, -71.10067583)"
I182066647,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,948,,2018-08-20 10:25:00,2018,8,Monday,10,Part One,AMORY ST,42.31915678,-71.10067583,"(42.31915678, -71.10067583)"
I182066641,617,Larceny,LARCENY THEFT FROM BUILDING,A1,104,,2018-08-20 13:30:00,2018,8,Monday,13,Part One,FRANKLIN ST,42.35603279,-71.05919355,"(42.35603279, -71.05919355)"
I182066638,2629,Harassment,HARASSMENT,A7,12,,2018-08-20 14:38:00,2018,8,Monday,14,Part Two,SARATOGA ST,42.38648845,-71.00986751,"(42.38648845, -71.00986751)"
I182066634,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,183,,2018-08-20 15:56:00,2018,8,Monday,15,Part Two,DUDLEY ST,42.32104169,-71.07215291,"(42.32104169, -71.07215291)"
I182066633,616,Larceny,LARCENY THEFT OF BICYCLE,A7,12,,2018-08-19 21:00:00,2018,8,Sunday,21,Part One,BENNINGTON ST,42.38635291,-71.00782032,"(42.38635291, -71.00782032)"
I182066632,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,541,,2018-08-20 10:00:00,2018,8,Monday,10,Part One,RIVER ST,42.2533034,-71.12971806,"(42.25330340, -71.12971806)"
I182066630,613,Larceny,LARCENY SHOPLIFTING,E13,304,,2018-08-20 15:24:00,2018,8,Monday,15,Part One,COLUMBUS AVE,42.31771534,-71.09823049,"(42.31771534, -71.09823049)"
I182066618,619,Larceny,LARCENY ALL OTHERS,B3,422,,2018-08-20 14:51:00,2018,8,Monday,14,Part One,RIVER ST,42.27132363,-71.08183509,"(42.27132363, -71.08183509)"
I182066617,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,365,,2018-08-19 13:00:00,2018,8,Sunday,13,Part One,GLENROSE RD,42.29168072,-71.05847274,"(42.29168072, -71.05847274)"
I182066607,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,137,,2018-08-20 14:47:00,2018,8,Monday,14,Part Two,NEWBURY ST,42.35059717,-71.07881031,"(42.35059717, -71.07881031)"
I182066606,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,365,,2018-08-19 13:00:00,2018,8,Sunday,13,Part One,GLENROSE RD,42.29168072,-71.05847274,"(42.29168072, -71.05847274)"
I182066599,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C6,216,,2018-08-18 18:30:00,2018,8,Saturday,18,Part One,F ST,42.33382906,-71.05128729,"(42.33382906, -71.05128729)"
I182066595,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,9,,2018-08-20 13:56:00,2018,8,Monday,13,Part Two,FAYWOOD AVE,42.39214603,-71.00893922,"(42.39214603, -71.00893922)"
I182066594,617,Larceny,LARCENY THEFT FROM BUILDING,A1,70,,2018-08-20 12:49:00,2018,8,Monday,12,Part One,CHARLES ST,42.35685593,-71.06979283,"(42.35685593, -71.06979283)"
I182066590,617,Larceny,LARCENY THEFT FROM BUILDING,A1,127,,2018-08-19 11:00:00,2018,8,Sunday,11,Part One,OAK ST W,42.34852699,-71.06486875,"(42.34852699, -71.06486875)"
I182066589,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C6,181,,2018-08-17 17:00:00,2018,8,Friday,17,Part One,MASSACHUSETTS AVE,42.32734083,-71.06732427,"(42.32734083, -71.06732427)"
I182066582,613,Larceny,LARCENY SHOPLIFTING,C11,356,,2018-08-20 11:02:00,2018,8,Monday,11,Part One,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
I182066580,613,Larceny,LARCENY SHOPLIFTING,A1,94,,2018-08-20 13:15:00,2018,8,Monday,13,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182066570,2629,Harassment,HARASSMENT,E5,822,,2018-08-20 13:00:00,2018,8,Monday,13,Part Two,GEORGETOWNE PL,42.25520097,-71.14449084,"(42.25520097, -71.14449084)"
I182066568,613,Larceny,LARCENY SHOPLIFTING,A1,93,,2018-08-20 13:00:00,2018,8,Monday,13,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182066568,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,93,,2018-08-20 13:00:00,2018,8,Monday,13,Part Two,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182066563,613,Larceny,LARCENY SHOPLIFTING,C11,373,,2018-08-20 12:32:00,2018,8,Monday,12,Part One,FREEPORT ST,42.29234068,-71.04803996,"(42.29234068, -71.04803996)"
I182066562,423,Aggravated Assault,ASSAULT - AGGRAVATED,E18,492,,2018-08-17 01:00:00,2018,8,Friday,1,Part One,WOOD AVE,42.26629633,-71.11096143,"(42.26629633, -71.11096143)"
I182066556,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,158,,2018-08-19 22:00:00,2018,8,Sunday,22,Part One,W BROOKLINE ST,42.34053727,-71.07360437,"(42.34053727, -71.07360437)"
I182066551,617,Larceny,LARCENY THEFT FROM BUILDING,D4,626,,2018-06-20 13:09:00,2018,6,Wednesday,13,Part One,QUEENSBERRY ST,42.34255587,-71.09807867,"(42.34255587, -71.09807867)"
I182066544,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,239,,2018-08-20 01:00:00,2018,8,Monday,1,Part One,HOLDEN ST,42.31892106,-71.064284,"(42.31892106, -71.06428400)"
I182066541,619,Larceny,LARCENY ALL OTHERS,D4,626,,2018-06-20 12:49:00,2018,6,Wednesday,12,Part One,QUEENSBERRY ST,42.34255587,-71.09807867,"(42.34255587, -71.09807867)"
I182066536,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E13,577,,2018-08-19 19:00:00,2018,8,Sunday,19,Part One,AMORY ST,42.31715858,-71.1024688,"(42.31715858, -71.10246880)"
I182066529,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,288,,2018-08-20 11:30:00,2018,8,Monday,11,Part One,ROXBURY ST,42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
I182066529,724,Auto Theft,AUTO THEFT,B2,288,,2018-08-20 11:30:00,2018,8,Monday,11,Part One,ROXBURY ST,42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
I182066525,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,431,,2018-08-20 11:35:00,2018,8,Monday,11,Part One,ASHTON ST,42.28822834,-71.0889687,"(42.28822834, -71.08896870)"
I182066525,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,431,,2018-08-20 11:35:00,2018,8,Monday,11,Part Two,ASHTON ST,42.28822834,-71.0889687,"(42.28822834, -71.08896870)"
I182066521,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,139,,2018-08-19 20:00:00,2018,8,Sunday,20,Part One,HEREFORD ST,42.35073001,-71.08660505,"(42.35073001, -71.08660505)"
I182066515,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,170,,2018-08-19 11:00:00,2018,8,Sunday,11,Part One,SHAWMUT AVE,42.33861405,-71.07610072,"(42.33861405, -71.07610072)"
I182066506,619,Larceny,LARCENY ALL OTHERS,B2,587,,2018-08-09 12:00:00,2018,8,Thursday,12,Part One,FRENCH TER,42.33071752,-71.0971324,"(42.33071752, -71.09713240)"
I182066500,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,444,,2018-08-20 00:09:00,2018,8,Monday,0,Part One,GLEASON ST,42.29755695,-71.08182045,"(42.29755695, -71.08182045)"
I182066496,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,181,,2018-08-19 09:00:00,2018,8,Sunday,9,Part One,CLARENCE ST,42.32462274,-71.07311246,"(42.32462274, -71.07311246)"
I182066494,724,Auto Theft,AUTO THEFT,A7,34,,2018-08-20 09:43:00,2018,8,Monday,9,Part One,WEBSTER ST,42.36508091,-71.0332669,"(42.36508091, -71.03326690)"
I182066493,2629,Harassment,HARASSMENT,B3,418,,2018-08-20 09:42:00,2018,8,Monday,9,Part Two,FULLER ST,42.28072751,-71.07713631,"(42.28072751, -71.07713631)"
I182066490,724,Auto Theft,AUTO THEFT,D4,598,,2018-08-19 21:00:00,2018,8,Sunday,21,Part One,DALTON ST,42.3470248,-71.08516365,"(42.34702480, -71.08516365)"
I182066489,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,165,,2018-08-19 19:30:00,2018,8,Sunday,19,Part One,UNION PARK ST,42.33997789,-71.06614372,"(42.33997789, -71.06614372)"
I182066485,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,186,,2018-08-20 08:20:00,2018,8,Monday,8,Part One,W HOWELL ST,42.32552765,-71.05984052,"(42.32552765, -71.05984052)"
I182066483,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,131,,2018-08-17 20:00:00,2018,8,Friday,20,Part One,BEACON ST,42.35393998,-71.07802992,"(42.35393998, -71.07802992)"
I182066479,613,Larceny,LARCENY SHOPLIFTING,C6,186,,2018-08-20 08:43:00,2018,8,Monday,8,Part One,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
I182066475,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,213,,2018-08-19 16:00:00,2018,8,Sunday,16,Part One,W THIRD ST,42.33665636,-71.04538535,"(42.33665636, -71.04538535)"
I182066473,616,Larceny,LARCENY THEFT OF BICYCLE,D4,170,,2018-08-19 20:00:00,2018,8,Sunday,20,Part One,MASSACHUSETTS AVE,42.336955,-71.07747,"(42.33695500, -71.07747000)"
I182066472,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,74,,2018-08-20 08:13:00,2018,8,Monday,8,Part Two,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)"
